label	predict	score
1	-1	0.3930946
1	1	0.99452895
-1	-1	0.0029581753
1	1	0.986631
1	1	0.8499119
1	1	0.9552488
-1	-1	0.0026951265
-1	-1	0.0064413906
1	1	0.9353916
-1	1	0.74306536
1	1	0.9907753
-1	-1	0.0031845283
-1	-1	0.057080362
-1	-1	0.0029223573
1	1	0.994089
-1	-1	0.0029066203
-1	1	0.9608007
-1	-1	0.017596046
1	1	0.9978532
-1	-1	0.0057371436
1	1	0.9977329
1	1	0.9958675
-1	-1	0.15253139
1	1	0.99728
-1	-1	0.05415943
1	1	0.9905748
-1	-1	0.003424744
1	1	0.99733514
-1	-1	0.011842173
1	1	0.9805902
1	1	0.8514852
-1	1	0.6664008
1	1	0.9396027
-1	-1	0.024667546
-1	-1	0.0035340234
1	1	0.9942151
1	1	0.9554474
1	1	0.9908242
1	1	0.99856323
-1	-1	0.0020515556
1	1	0.9964077
-1	-1	0.003009522
1	1	0.98079854
1	1	0.99906296
1	1	0.9924319
-1	-1	0.034795266
1	1	0.99706227
-1	-1	0.0025107276
-1	-1	0.047972146
1	1	0.9966678
-1	-1	0.0022236463
-1	-1	0.047290184
1	1	0.9697976
1	1	0.9995914
1	1	0.9962638
-1	-1	0.0032225654
1	1	0.9980326
-1	-1	0.1839036
1	1	0.97944754
-1	-1	0.12457039
-1	-1	0.0029509012
1	1	0.9987937
-1	-1	0.0034944937
1	1	0.9790012
1	1	0.98916656
-1	-1	0.002599308
-1	1	0.6555907
1	1	0.9786966
-1	-1	0.00335447
1	1	0.66087204
1	1	0.978571
1	1	0.99168104
1	1	0.98719007
-1	-1	0.0029711002
-1	-1	0.031067334
-1	-1	0.4649714
-1	-1	0.06426465
1	1	0.99615437
-1	-1	0.0021328018
1	1	0.99826366
1	1	0.90958023
-1	-1	0.0031906583
-1	-1	0.031919006
1	1	0.99378234
1	1	0.975604
-1	-1	0.021702113
-1	-1	0.0023085207
-1	-1	0.0029589122
-1	-1	0.002430055
1	1	0.9888086
1	1	0.99931717
1	1	0.9983741
-1	-1	0.15945698
-1	-1	0.0031670658
-1	-1	0.003798236
1	1	0.998376
-1	-1	0.0031667105
1	1	0.9945004
-1	-1	0.0025065301
1	1	0.99695
1	1	0.9900975
1	1	0.99614245
-1	-1	0.002433597
1	1	0.99056214
-1	-1	0.003246335
-1	-1	0.0035127448
1	1	0.8690811
-1	-1	0.03892584
-1	-1	0.15051405
-1	1	0.7996736
-1	-1	0.0031123383
1	1	0.99933165
-1	-1	0.00279825
1	1	0.99395883
-1	-1	0.2367619
-1	-1	0.0025837214
-1	-1	0.0028519738
1	1	0.99692935
1	1	0.97235495
1	1	0.8710758
1	1	0.990602
-1	-1	0.0029301413
-1	-1	0.012430188
-1	-1	0.004214589
1	1	0.9456158
-1	-1	0.0026929176
1	1	0.6889155
-1	-1	0.23721604
1	1	0.99888307
-1	-1	0.003930642
1	1	0.990666
1	1	0.9950976
1	-1	0.46854883
-1	-1	0.09954286
-1	-1	0.112269066
-1	-1	0.0045165196
1	1	0.9919195
1	1	0.96584755
-1	-1	0.094483696
1	1	0.9969977
-1	-1	0.14210422
-1	-1	0.0026614266
-1	-1	0.004127166
-1	-1	0.0019070457
-1	-1	0.22587527
-1	-1	0.0069121895
-1	-1	0.008118079
1	1	0.96914554
1	1	0.655439
-1	-1	0.003248121
1	1	0.97682595
-1	-1	0.04115884
-1	-1	0.078389384
1	1	0.9991062
1	1	0.9960211
1	1	0.77127117
1	1	0.98864836
1	1	0.9960555
-1	-1	0.0039826804
-1	1	0.56593794
-1	-1	0.002843882
1	1	0.9957873
1	1	0.9649898
-1	-1	0.001809651
1	1	0.9729072
-1	-1	0.0032224418
-1	-1	0.16655718
1	1	0.99896085
1	1	0.9781642
-1	-1	0.0028429932
1	1	0.96555984
-1	-1	0.00406018
-1	-1	0.0018275767
-1	-1	0.15943861
1	1	0.9967443
1	1	0.94727874
-1	-1	0.002800735
1	1	0.96185446
1	1	0.98982155
-1	-1	0.018642468
1	1	0.9976221
1	1	0.99648917
-1	-1	0.0032850213
1	1	0.99004817
1	1	0.9970999
-1	-1	0.002974317
1	1	0.896118
1	1	0.9772117
-1	-1	0.0020452333
1	1	0.9995555
-1	-1	0.0023227192
1	1	0.9933321
1	1	0.99397075
-1	-1	0.0089740055
-1	-1	0.21397857
1	1	0.97192425
1	1	0.98769844
1	1	0.99879694
-1	-1	0.0034354518
-1	-1	0.0023000885
-1	-1	0.43867588
-1	-1	0.0039117457
-1	-1	0.12709163
1	1	0.97185916
-1	-1	0.0075920788
1	1	0.9991153
1	1	0.9550588
1	1	0.99914587
-1	-1	0.47572893
1	1	0.95619655
1	1	0.9458874
-1	-1	0.14167744
-1	-1	0.054387372
-1	-1	0.0026617036
1	1	0.9925356
-1	-1	0.0037774104
-1	-1	0.27768722
1	1	0.96785605
-1	-1	0.0026685074
-1	-1	0.04117242
1	1	0.9395899
1	1	0.97068375
1	1	0.9955611
-1	-1	0.082162894
-1	-1	0.028506178
1	1	0.99445736
-1	-1	0.17463723
1	1	0.99131536
-1	-1	0.18608005
-1	-1	0.003947532
1	1	0.9239372
-1	-1	0.02276504
-1	1	0.5971738
1	1	0.994575
1	1	0.99885345
1	1	0.9947325
-1	-1	0.0031246035
1	1	0.99637705
-1	-1	0.002769128
1	1	0.838365
-1	-1	0.0031402213
1	1	0.9957243
-1	-1	0.0035571062
-1	-1	0.14883402
-1	-1	0.002294617
1	1	0.9870319
-1	-1	0.08731782
1	1	0.99824643
1	1	0.9921895
1	1	0.9945174
-1	-1	0.0025097176
1	1	0.99780935
1	1	0.94682306
1	1	0.9905748
-1	-1	0.016339676
-1	-1	0.007895507
-1	-1	0.09031963
1	1	0.97555816
-1	-1	0.4561033
1	1	0.9954856
-1	-1	0.0033963297
1	-1	0.4274633
-1	-1	0.0027454998
1	1	0.9961279
-1	-1	0.025687408
1	1	0.99674666
-1	-1	0.0042431643
-1	-1	0.0025490252
-1	-1	0.0044670966
-1	-1	0.4656948
1	1	0.9985103
1	1	0.9964694
1	1	0.9975961
-1	-1	0.0047630686
-1	-1	0.00960233
1	1	0.9649975
-1	-1	0.04096443
1	1	0.9800044
1	1	0.995934
1	1	0.9935149
1	1	0.99503857
1	1	0.99820125
-1	-1	0.0032657275
1	1	0.9804314
1	1	0.9945352
1	1	0.99821776
-1	-1	0.09589821
-1	-1	0.02807328
1	1	0.9908242
1	1	0.9987992
1	1	0.9988545
1	1	0.9981299
1	1	0.99715436
-1	-1	0.0036775197
-1	-1	0.0022377807
1	1	0.99697113
-1	-1	0.002441537
1	1	0.99040914
-1	-1	0.003429423
1	1	0.9982023
-1	1	0.6816848
-1	-1	0.0013377647
-1	-1	0.018981015
1	1	0.9975916
-1	-1	0.123723626
1	1	0.99276817
-1	-1	0.0024234243
1	1	0.99669826
1	1	0.930397
-1	-1	0.02863403
1	1	0.9975981
-1	-1	0.1782983
1	1	0.9710457
1	1	0.99824846
-1	-1	0.0025190075
1	1	0.9495701
-1	-1	0.0027998562
-1	-1	0.0026829091
1	1	0.99764204
-1	-1	0.0036022416
-1	-1	0.08791667
1	1	0.9985103
-1	-1	0.0050429944
-1	-1	0.0037932287
-1	-1	0.0026689512
1	1	0.9930195
-1	-1	0.41193697
-1	-1	0.00348936
1	1	0.9597378
-1	-1	0.1455838
1	1	0.9970759
-1	-1	0.01252168
-1	-1	0.0031620746
-1	-1	0.002449636
1	1	0.98810506
-1	-1	0.0340897
1	1	0.9937716
1	1	0.5893391
1	1	0.9426292
-1	-1	0.0033506427
-1	-1	0.085687734
-1	-1	0.0049358048
1	1	0.9922463
1	1	0.99758196
-1	-1	0.014811185
-1	-1	0.21344326
1	1	0.996447
1	1	0.9371357
1	1	0.9817846
-1	-1	0.0029384675
-1	-1	0.1465344
1	1	0.99429333
1	1	0.98459643
1	1	0.9947653
1	1	0.9986241
-1	-1	0.035755556
-1	-1	0.002353721
-1	-1	0.17722365
1	-1	0.27215672
-1	-1	0.0035796561
-1	-1	0.0063634682
1	1	0.99668026
-1	-1	0.002179831
-1	-1	0.0053600897
1	1	0.9273054
-1	-1	0.084118396
1	1	0.9980433
-1	-1	0.073524565
1	1	0.881227
1	-1	0.45698714
-1	-1	0.0026802183
-1	1	0.75425196
1	1	0.98119456
-1	1	0.6250293
1	1	0.99584323
1	1	0.9594608
1	1	0.89191693
-1	-1	0.067801945
-1	-1	0.0026533308
1	1	0.8758345
1	1	0.9939075
1	1	0.99644023
1	1	0.99621934
1	1	0.93445414
-1	-1	0.004158243
1	1	0.96547216
-1	-1	0.27642876
1	1	0.98798484
1	1	0.99217457
1	1	0.97948277
-1	1	0.743353
1	1	0.9949719
1	1	0.99849343
-1	-1	0.0022332086
1	1	0.99881554
-1	-1	0.0027023915
1	1	0.9875329
1	1	0.54596573
-1	-1	0.027999774
1	1	0.99878174
-1	1	0.500089
1	1	0.99482626
-1	-1	0.0033905373
-1	-1	0.002009205
1	1	0.9981912
1	1	0.9975374
1	1	0.9924879
-1	-1	0.012361083
-1	-1	0.0026269949
1	1	0.99689937
1	1	0.920061
-1	-1	0.0037417517
1	1	0.87663096
1	1	0.9851992
-1	-1	0.4436304
-1	-1	0.0038542212
1	1	0.99019885
-1	1	0.88465923
1	1	0.99856323
1	1	0.89111733
-1	-1	0.0034512656
1	1	0.9948049
1	-1	0.47597116
1	1	0.99002177
1	1	0.9965455
-1	-1	0.0033242695
1	1	0.9966537
-1	-1	0.030225532
-1	-1	0.0026870908
1	1	0.89699656
-1	-1	0.002894586
1	1	0.9920232
1	1	0.9831593
1	1	0.90907246
-1	-1	0.002626675
1	1	0.99305326
1	1	0.92212355
1	1	0.98235255
1	1	0.961017
-1	-1	0.0036457474
1	1	0.9852961
-1	-1	0.0024652646
-1	-1	0.004919048
1	1	0.99364895
1	1	0.9863638
-1	-1	0.0041412003
1	-1	0.3053718
1	-1	0.35850072
1	1	0.9938207
1	1	0.9841388
-1	-1	0.027704448
-1	-1	0.003487807
1	1	0.99876
1	1	0.98640835
1	1	0.983076
-1	-1	0.0036683953
-1	-1	0.10303377
1	1	0.9966846
-1	-1	0.0173731
-1	-1	0.36703935
1	1	0.8396592
-1	-1	0.002848537
1	1	0.9795324
1	1	0.99318224
1	1	0.99825937
-1	-1	0.0037735973
1	1	0.9888525
1	1	0.98454225
-1	-1	0.0032377
1	1	0.981696
-1	-1	0.05495611
-1	-1	0.064534895
1	1	0.99264
1	1	0.999313
-1	-1	0.0025773225
1	1	0.9984768
1	1	0.99519944
-1	-1	0.0017629359
1	1	0.99161583
-1	1	0.5222571
1	1	0.98648965
1	1	0.7967306
1	1	0.963615
-1	-1	0.002508369
1	1	0.9993343
1	1	0.9956013
1	1	0.9912176
-1	-1	0.20622633
-1	-1	0.026008997
1	1	0.9886093
-1	-1	0.0026384338
-1	-1	0.27423292
1	1	0.9494159
-1	-1	0.003462331
1	1	0.99559456
1	1	0.99949396
-1	-1	0.0805478
1	1	0.97635084
-1	-1	0.04342239
1	1	0.59764403
-1	1	0.5960528
1	1	0.9976636
-1	-1	0.00373583
-1	-1	0.0040165796
1	1	0.99911696
-1	-1	0.0047375467
1	1	0.98591346
-1	-1	0.003176742
1	1	0.9311597
-1	-1	0.4993013
-1	-1	0.012514318
1	1	0.8950218
1	1	0.97603214
-1	1	0.5622499
1	1	0.9360539
-1	-1	0.0042926082
1	1	0.9867849
1	1	0.9956482
1	1	0.57210153
1	1	0.99785584
-1	-1	0.0032625908
-1	-1	0.26858076
1	1	0.98891824
-1	-1	0.0031908522
1	1	0.99736553
1	1	0.9925194
-1	-1	0.025770936
-1	-1	0.0074204663
-1	-1	0.00945471
-1	-1	0.21431185
1	1	0.9211154
1	1	0.99834454
-1	-1	0.3223389
1	1	0.9978351
1	1	0.98570144
-1	-1	0.09440175
-1	-1	0.0023983242
-1	-1	0.003642313
1	1	0.89268035
-1	-1	0.0023620394
1	1	0.9985738
1	1	0.9949719
1	1	0.9803227
-1	-1	0.05337881
1	1	0.99811137
-1	-1	0.002316782
1	1	0.99589527
1	1	0.9989606
-1	-1	0.08987892
-1	-1	0.0033148036
1	1	0.996552
-1	-1	0.013867834
1	1	0.9942092
1	1	0.9951332
1	1	0.9842582
-1	-1	0.2928027
-1	-1	0.0041259658
1	1	0.998221
1	1	0.99468106
-1	-1	0.0022875867
1	1	0.9968907
-1	-1	0.0026842554
1	1	0.99456644
1	1	0.9937164
1	1	0.99804735
-1	-1	0.0034759406
-1	-1	0.03618259
1	1	0.9973476
1	1	0.99865973
-1	-1	0.002875503
1	1	0.70828205
-1	-1	0.003704598
-1	-1	0.11282928
1	1	0.9964148
-1	-1	0.11159687
1	1	0.99556303
1	1	0.99695265
1	1	0.9884361
1	1	0.99888283
-1	-1	0.003037902
-1	-1	0.0021861005
-1	-1	0.0017403921
1	1	0.9967399
1	1	0.9969195
1	1	0.9959984
1	1	0.9920378
1	1	0.97250205
-1	-1	0.026487125
-1	-1	0.21025772
1	1	0.97598755
1	1	0.9966484
-1	-1	0.0025933045
-1	-1	0.36130485
1	1	0.9560763
-1	-1	0.15678439
-1	-1	0.013275042
1	1	0.9984242
-1	-1	0.20716679
-1	-1	0.0025611778
-1	-1	0.0028616996
-1	-1	0.08565252
1	1	0.9193235
-1	-1	0.0023488398
-1	-1	0.002861837
-1	-1	0.002205008
-1	-1	0.071990475
-1	-1	0.08896877
1	1	0.99743444
1	1	0.8420893
1	1	0.8891558
-1	-1	0.00815292
-1	-1	0.0036731723
1	1	0.95648414
-1	-1	0.0025576928
-1	-1	0.0024388602
1	1	0.99949396
-1	-1	0.003644872
-1	-1	0.0034959305
1	1	0.99113
1	1	0.9485309
-1	-1	0.004514115
-1	-1	0.12655765
-1	-1	0.0032388794
-1	-1	0.06514401
-1	-1	0.0029400715
-1	-1	0.0038633086
-1	-1	0.0025872581
1	1	0.9950537
1	-1	0.08681495
1	1	0.9412595
1	1	0.99463475
1	1	0.9970138
-1	-1	0.0039859847
1	1	0.9959745
1	1	0.99807125
-1	-1	0.003275357
-1	-1	0.0036347553
-1	-1	0.017946232
-1	-1	0.006910789
1	1	0.9875529
1	1	0.9966732
1	1	0.886322
1	1	0.9964933
1	1	0.9967584
1	1	0.94471085
1	1	0.98735166
-1	1	0.9543563
1	1	0.9857743
1	1	0.9962106
-1	1	0.5083245
1	1	0.9223886
-1	-1	0.001482697
-1	-1	0.0033373258
1	1	0.9911663
-1	-1	0.005958498
1	1	0.8591491
-1	1	0.83628565
1	1	0.9976242
1	1	0.99857235
-1	-1	0.055782337
1	1	0.980925
1	1	0.9979913
1	1	0.9989066
-1	-1	0.0035423755
-1	-1	0.0025073434
1	1	0.9885229
-1	-1	0.10873363
1	1	0.9940246
1	1	0.99906296
-1	-1	0.07460624
1	1	0.9898017
1	1	0.99865973
-1	-1	0.013921546
-1	1	0.9258983
-1	-1	0.0023017414
1	1	0.99877006
-1	-1	0.006679557
-1	-1	0.004268954
1	1	0.7396978
-1	-1	0.051688552
-1	-1	0.15901498
1	1	0.99486625
1	1	0.99734586
1	1	0.791212
1	1	0.99884534
1	1	0.9827229
1	1	0.99099696
1	1	0.99837947
-1	-1	0.48193762
-1	-1	0.0024060088
1	1	0.99441355
1	1	0.9656272
-1	-1	0.0035202105
-1	-1	0.03590323
-1	-1	0.0030522444
-1	-1	0.003259886
-1	-1	0.003308999
-1	-1	0.008633185
-1	-1	0.0027751285
1	1	0.9991986
1	1	0.9983119
-1	-1	0.032806795
-1	-1	0.0050851204
1	1	0.980927
1	1	0.9757356
1	1	0.99258935
1	1	0.99061745
1	1	0.92502654
1	1	0.99713093
1	1	0.99803287
1	1	0.99504304
-1	-1	0.12373478
1	1	0.9995975
-1	-1	0.22628887
-1	1	0.93105733
-1	-1	0.43308246
-1	-1	0.0043415492
-1	-1	0.002820159
-1	-1	0.0025017005
-1	-1	0.0015105817
1	1	0.9954352
-1	-1	0.29198554
1	1	0.98697156
1	1	0.99744105
-1	1	0.7231913
1	1	0.57089317
-1	-1	0.0037747442
-1	-1	0.008836598
1	1	0.9868754
1	1	0.9742779
-1	1	0.8479928
-1	-1	0.17850001
1	1	0.99758077
-1	-1	0.021719713
-1	-1	0.003996026
-1	1	0.9348097
1	1	0.97646165
-1	-1	0.003589251
1	1	0.99840754
-1	-1	0.0028022043
-1	-1	0.0031419029
1	1	0.9850759
1	1	0.9869507
1	1	0.9898162
1	1	0.9649798
1	1	0.9612714
1	1	0.95796025
1	1	0.99269015
-1	-1	0.0030191047
1	1	0.9902187
-1	1	0.6248366
1	1	0.98887396
1	1	0.8409361
-1	-1	0.013991154
1	1	0.9364188
-1	-1	0.0029689004
1	1	0.98889005
-1	-1	0.0023029353
-1	-1	0.21775156
1	1	0.9982216
-1	-1	0.4646071
-1	1	0.60188574
-1	-1	0.03848757
1	1	0.8076666
1	1	0.99915457
-1	-1	0.002277941
-1	-1	0.0058815647
1	1	0.8423945
1	1	0.9954106
1	1	0.9990796
1	1	0.993665
1	1	0.9733732
1	1	0.9979381
1	1	0.99787533
-1	-1	0.054353286
1	1	0.9986663
1	1	0.9805902
-1	-1	0.0028250592
1	-1	0.4220376
1	1	0.993793
-1	-1	0.002997431
1	1	0.9971527
-1	-1	0.0023919633
-1	-1	0.0045842407
-1	-1	0.046591792
1	1	0.9864839
1	1	0.9740824
1	1	0.9979798
-1	-1	0.0034664562
1	1	0.6428554
1	1	0.99674845
-1	-1	0.0021781
-1	-1	0.002753398
-1	-1	0.0021725977
-1	-1	0.0034440637
1	1	0.99886656
-1	-1	0.002023656
-1	-1	0.0038750449
1	1	0.9987832
1	1	0.99488825
-1	-1	0.04355167
-1	-1	0.003596976
1	1	0.99866986
-1	-1	0.04751568
1	1	0.9947748
-1	-1	0.003975881
1	1	0.9862438
1	1	0.9552121
1	1	0.953693
-1	-1	0.0024924658
1	1	0.75428563
1	1	0.8096115
1	1	0.9919795
1	1	0.57927686
-1	-1	0.046113048
-1	-1	0.0054967026
-1	-1	0.002758939
-1	-1	0.0064415713
1	1	0.93091583
-1	-1	0.015014664
1	1	0.9866153
1	1	0.99387896
1	1	0.9828031
-1	-1	0.0022382769
-1	-1	0.0028412112
1	1	0.99577194
1	-1	0.22553183
1	1	0.8558829
-1	-1	0.0038813874
-1	-1	0.115908355
-1	-1	0.06504785
1	1	0.9697104
1	1	0.99906725
-1	-1	0.473328
1	1	0.9964301
1	1	0.9894924
1	1	0.99582183
1	1	0.95351607
-1	-1	0.0021136869
1	1	0.99466765
1	-1	0.0348247
-1	-1	0.010067052
1	1	0.9614187
1	1	0.98879635
-1	-1	0.0027363524
-1	-1	0.08347398
1	1	0.9818522
1	1	0.99540675
-1	-1	0.0038326713
1	1	0.9992513
1	1	0.98746675
1	1	0.99664825
1	1	0.99750274
1	1	0.9989956
1	1	0.99826604
1	1	0.98261607
-1	-1	0.12554714
1	1	0.99882275
1	1	0.98108506
-1	1	0.787113
-1	-1	0.048024744
-1	-1	0.002494966
1	1	0.9957153
-1	-1	0.0019549688
-1	-1	0.002870536
1	1	0.9944159
1	1	0.99513215
1	1	0.99406403
-1	-1	0.0027567986
1	1	0.9638236
-1	-1	0.0037742855
-1	-1	0.20457533
-1	-1	0.12757237
1	1	0.9974849
1	-1	0.4694086
1	-1	0.08912492
-1	-1	0.0044594165
-1	-1	0.0019862063
-1	-1	0.0024671557
1	1	0.9412956
-1	-1	0.0028602171
1	1	0.998968
1	1	0.9767967
-1	-1	0.008996858
1	1	0.9968002
1	1	0.9952683
1	1	0.9947277
1	1	0.958545
-1	-1	0.0030884715
1	1	0.99246466
1	1	0.9953949
-1	-1	0.002944383
1	1	0.9911151
1	1	0.9948618
1	1	0.7078175
1	1	0.98733693
1	1	0.90088075
-1	-1	0.115329415
1	1	0.994772
-1	-1	0.0039450247
1	1	0.965357
1	1	0.9978022
-1	-1	0.26436114
1	1	0.88539034
1	1	0.98988944
-1	-1	0.009781012
1	1	0.9856948
1	1	0.9984231
1	1	0.9870319
-1	-1	0.005383758
-1	-1	0.30070925
1	1	0.9958204
-1	-1	0.0024534771
-1	-1	0.0019532002
-1	-1	0.43246982
-1	-1	0.003906011
1	1	0.9665023
-1	-1	0.0036856194
-1	-1	0.0026166355
-1	-1	0.0017733139
1	-1	0.43735957
1	1	0.9480846
1	1	0.9979196
1	1	0.9887983
-1	-1	0.003703338
1	1	0.9986463
-1	-1	0.0040747058
-1	-1	0.0026100408
1	1	0.9966067
-1	-1	0.009018473
-1	-1	0.18840742
1	1	0.99029094
-1	-1	0.002755268
-1	-1	0.0021370375
-1	-1	0.0024275237
1	1	0.94288504
-1	-1	0.22861569
-1	-1	0.21049117
-1	-1	0.027597526
-1	-1	0.39010575
-1	-1	0.047088724
-1	-1	0.07944327
-1	-1	0.0057268403
-1	-1	0.08819931
-1	-1	0.024290724
1	1	0.99633384
-1	-1	0.091253296
-1	-1	0.09705961
1	1	0.97851676
1	1	0.98893565
1	1	0.99826765
-1	-1	0.08792237
1	1	0.98239833
-1	-1	0.013520326
-1	-1	0.003364375
-1	-1	0.069774605
-1	-1	0.056207843
-1	-1	0.0027523402
-1	-1	0.003355076
-1	-1	0.0031802624
-1	-1	0.0035855628
-1	-1	0.007064263
1	1	0.9976693
-1	-1	0.0032154096
1	1	0.96368587
-1	-1	0.0038742071
1	1	0.98484516
1	1	0.99758077
1	1	0.9553242
-1	-1	0.0028241214
1	1	0.9974414
-1	-1	0.0037002268
-1	-1	0.0029632933
1	1	0.99436814
-1	1	0.7254361
1	1	0.99828243
1	-1	0.48547235
-1	-1	0.0043074912
1	1	0.9989243
1	1	0.9793712
1	1	0.9887376
1	1	0.968593
-1	-1	0.005358016
-1	-1	0.0026423675
-1	-1	0.0021406892
-1	-1	0.032741483
-1	-1	0.004257578
1	1	0.99054015
1	1	0.91958874
1	1	0.8851529
1	-1	0.050801367
1	1	0.7422681
-1	-1	0.14305884
1	1	0.99576974
-1	-1	0.0025024086
1	1	0.999265
1	1	0.9982331
-1	-1	0.0020297107
1	-1	0.20217182
1	1	0.9985056
-1	-1	0.0019633987
1	1	0.9738079
-1	-1	0.1426678
1	1	0.95861995
1	1	0.98839206
-1	-1	0.31682828
1	1	0.93991625
1	1	0.9907006
1	1	0.9876587
-1	-1	0.0027836314
1	1	0.9774187
1	1	0.99885595
1	1	0.99478614
1	1	0.9968368
1	1	0.9939903
1	1	0.96843976
1	1	0.999121
1	1	0.99245244
-1	-1	0.0029549114
-1	-1	0.0030069104
1	1	0.9613147
1	1	0.99936086
-1	-1	0.002464751
1	1	0.89011157
-1	-1	0.0033126175
1	1	0.9991258
-1	-1	0.0022644752
-1	-1	0.0049028364
1	1	0.9888031
1	1	0.97561955
-1	-1	0.16930062
1	1	0.702084
1	1	0.96452224
1	1	0.99508685
1	1	0.9582149
-1	-1	0.2131629
1	1	0.978667
-1	-1	0.05798212
-1	-1	0.056213044
1	1	0.8149005
-1	-1	0.0029725311
1	1	0.99849963
-1	-1	0.0037082196
-1	-1	0.0028329364
1	1	0.610027
-1	-1	0.4283098
-1	-1	0.0023239786
-1	-1	0.0022747102
1	1	0.95211196
-1	-1	0.0033151833
1	1	0.9492159
1	1	0.9938361
-1	-1	0.002028459
1	1	0.9989642
-1	-1	0.0033439966
-1	-1	0.003597959
-1	-1	0.028373696
-1	-1	0.0030607588
-1	-1	0.0028539544
-1	-1	0.4699553
-1	-1	0.05210235
-1	-1	0.0037938554
1	1	0.98180676
1	1	0.9920324
1	1	0.9957474
-1	-1	0.001216581
1	1	0.9501494
1	1	0.60344756
1	1	0.5866775
1	1	0.77601486
1	1	0.9688625
1	1	0.92154324
1	1	0.99489874
1	1	0.9405368
1	1	0.99666685
-1	-1	0.0024759043
1	1	0.99763274
1	1	0.99383295
1	1	0.982851
-1	-1	0.003800172
1	1	0.9561275
1	1	0.99509144
-1	-1	0.009586114
1	1	0.99754333
-1	-1	0.0030862114
-1	-1	0.26575512
1	1	0.99072814
-1	-1	0.0025806932
1	1	0.99470913
1	1	0.9926273
1	1	0.992335
1	1	0.9636231
-1	-1	0.023054302
1	1	0.99424404
-1	-1	0.002398656
-1	-1	0.0026407721
-1	1	0.7714345
1	1	0.9900469
-1	-1	0.0032302146
1	1	0.9977191
1	1	0.9388749
1	1	0.9972916
1	-1	0.29410112
1	1	0.9962645
-1	-1	0.012193489
-1	-1	0.004487038
1	1	0.9144137
-1	-1	0.0023851818
-1	-1	0.005114049
1	1	0.960835
1	1	0.96069324
-1	-1	0.053721752
-1	-1	0.4198859
1	1	0.9857452
1	1	0.9954804
-1	-1	0.0032079297
-1	-1	0.27525428
1	1	0.99853075
1	1	0.98521477
1	1	0.9813758
1	1	0.99441
-1	-1	0.0051098396
1	1	0.9805156
1	1	0.99852717
-1	-1	0.0033659986
1	-1	0.46081316
-1	-1	0.22032008
1	1	0.99635303
1	1	0.9990632
1	1	0.99793506
-1	1	0.8405864
1	1	0.99020046
1	1	0.9971085
1	1	0.99807394
-1	-1	0.0038281372
1	1	0.9974355
1	1	0.9905323
-1	-1	0.08715157
-1	-1	0.0014235297
-1	-1	0.0037856936
1	1	0.99865615
-1	-1	0.0044387644
-1	-1	0.1543285
-1	-1	0.006022651
1	1	0.9935301
-1	-1	0.12707736
1	1	0.99821883
1	1	0.9389755
1	1	0.9984736
1	1	0.895321
1	1	0.9923322
-1	-1	0.0030571965
1	1	0.9990994
-1	-1	0.005125003
1	1	0.99702793
-1	-1	0.057472803
1	1	0.945153
1	1	0.90795237
1	1	0.84300435
-1	-1	0.052353717
1	1	0.9947495
1	1	0.96797746
-1	-1	0.002891032
-1	-1	0.0032008733
1	1	0.99601054
1	1	0.9979963
-1	-1	0.06421181
-1	-1	0.3444147
1	1	0.999111
-1	-1	0.003900784
-1	-1	0.0033132283
-1	-1	0.0029132664
1	1	0.9944794
-1	-1	0.0024440505
-1	-1	0.0032472278
-1	-1	0.3205692
-1	-1	0.0042197616
1	1	0.8318322
-1	-1	0.008835788
1	1	0.9976234
1	-1	0.12569194
1	-1	0.4875056
-1	-1	0.027066162
1	1	0.95490646
1	1	0.9958995
1	1	0.99740785
1	1	0.9365039
1	1	0.85082984
1	1	0.99772435
1	1	0.99778014
-1	-1	0.0032437271
-1	-1	0.0033013271
-1	-1	0.3425593
1	1	0.9987226
1	1	0.96244895
-1	-1	0.041105576
-1	-1	0.0027239758
-1	-1	0.0043827486
-1	-1	0.41929397
-1	-1	0.0023997107
-1	-1	0.0027470237
-1	-1	0.0039222348
1	-1	0.3289797
1	1	0.98586327
1	1	0.9246632
-1	-1	0.012719139
-1	-1	0.0023673275
-1	-1	0.0035673177
-1	-1	0.004143882
-1	-1	0.0028417795
1	1	0.89232403
-1	-1	0.0019032757
-1	-1	0.0023795813
1	1	0.9867258
1	1	0.99491715
1	1	0.9891026
1	1	0.99932706
1	1	0.9621827
-1	-1	0.003858192
1	1	0.9996581
-1	-1	0.002654655
-1	-1	0.14453731
1	1	0.9782202
-1	-1	0.0018703814
1	1	0.8986192
-1	-1	0.003207872
-1	-1	0.0029569552
1	1	0.99770725
-1	-1	0.11057091
1	1	0.9521181
-1	1	0.7273507
1	1	0.9812236
1	1	0.9736121
1	1	0.9991442
1	1	0.992829
1	1	0.99465275
1	1	0.8758345
-1	-1	0.0034526603
1	1	0.99840873
-1	-1	0.0029127293
-1	-1	0.0023392343
1	1	0.9752787
-1	-1	0.004015263
1	1	0.998094
-1	-1	0.17006025
-1	-1	0.08297506
-1	-1	0.0026419568
1	1	0.9921902
-1	-1	0.003931064
-1	-1	0.0023631274
1	1	0.9959984
1	1	0.9954802
-1	-1	0.002108923
1	1	0.99615735
1	1	0.99231803
1	1	0.9932594
-1	-1	0.0031529225
-1	-1	0.0033425956
1	1	0.99799746
1	1	0.99113995
1	-1	0.16222115
1	1	0.9101173
